age;job;marital;education;default;housing;loan;contact;month;day_of_week;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed
42;self-employed;divorced;professional.course;no;yes;no;cellular;nov;tue;2;999;0;nonexistent;-0.1;93.2;-42.0;4.153;5195.8
31;management;single;high.school;no;no;no;telephone;may;mon;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
32;services;single;unknown;unknown;no;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
62;admin.;married;university.degree;no;no;no;cellular;aug;thu;1;999;1;failure;-2.9;92.201;-31.4;0.851;5076.2
43;admin.;married;high.school;no;yes;no;cellular;jul;mon;28;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1
45;blue-collar;married;basic.9y;unknown;no;no;telephone;jun;fri;3;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1
33;self-employed;single;high.school;no;no;no;cellular;may;tue;1;999;0;nonexistent;-1.8;92.893;-46.2;1.291;5099.1
40;admin.;single;university.degree;no;no;no;telephone;jun;mon;2;999;0;nonexistent;1.4;94.465;-41.8;4.958;5228.1
51;admin.;divorced;university.degree;no;no;no;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1
35;services;single;basic.4y;no;yes;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
52;technician;married;professional.course;no;yes;no;cellular;aug;tue;2;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1
43;management;married;university.degree;no;no;no;telephone;jun;fri;5;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1
42;technician;married;university.degree;no;no;no;cellular;jul;wed;1;999;1;failure;-2.9;92.469;-33.6;1.029;5076.2
39;admin.;married;university.degree;no;no;no;cellular;nov;tue;2;999;0;nonexistent;-0.1;93.2;-42.0;4.153;5195.8
37;admin.;divorced;university.degree;no;no;no;cellular;aug;thu;3;9;1;success;-2.9;92.201;-31.4;0.851;5076.2
42;blue-collar;married;basic.4y;no;no;no;cellular;jul;mon;1;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1
33;admin.;married;university.degree;no;yes;no;telephone;nov;wed;1;3;1;success;-3.4;92.649;-30.1;0.715;5017.5
39;services;married;unknown;unknown;yes;yes;cellular;jul;wed;6;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
43;entrepreneur;married;university.degree;no;no;no;cellular;sep;mon;1;3;1;success;-1.1;94.199;-37.5;0.882;4963.6
36;housemaid;married;basic.6y;no;yes;no;telephone;jun;mon;3;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1
51;admin.;married;basic.4y;unknown;yes;no;telephone;may;wed;3;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0
46;services;married;unknown;no;no;no;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1
24;self-employed;single;unknown;no;no;yes;cellular;jul;thu;2;999;0;nonexistent;-2.9;92.469;-33.6;1.072;5076.2
40;blue-collar;married;basic.6y;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0
34;admin.;married;high.school;no;yes;yes;cellular;may;tue;3;999;0;nonexistent;-1.8;92.893;-46.2;1.291;5099.1
32;entrepreneur;single;basic.9y;no;no;no;cellular;nov;fri;2;999;0;nonexistent;-0.1;93.2;-42.0;4.021;5195.8
60;blue-collar;married;professional.course;no;yes;no;cellular;apr;wed;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
37;blue-collar;single;basic.9y;unknown;no;no;telephone;may;fri;3;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0
37;admin.;single;high.school;no;no;no;telephone;oct;thu;1;3;1;success;-1.1;94.601;-49.5;0.987;4963.6
20;student;single;unknown;no;yes;no;cellular;jun;wed;1;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2
34;admin.;married;high.school;no;yes;no;telephone;jun;mon;6;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1
71;retired;married;basic.4y;no;yes;no;cellular;oct;thu;1;999;1;failure;-3.4;92.431;-26.9;0.754;5017.5
26;admin.;single;university.degree;no;no;no;cellular;nov;fri;3;999;0;nonexistent;-1.1;94.767;-50.8;1.04;4963.6
40;admin.;married;basic.9y;no;no;yes;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
34;technician;single;professional.course;unknown;yes;no;telephone;jul;fri;2;999;0;nonexistent;1.4;93.918;-42.7;4.959;5228.1
37;services;married;high.school;no;no;no;cellular;may;tue;3;999;0;nonexistent;-1.8;92.893;-46.2;1.344;5099.1
42;services;married;university.degree;no;no;no;cellular;dec;wed;1;6;1;success;-3.0;92.713;-33.0;0.715;5023.5
46;blue-collar;married;basic.9y;no;no;no;cellular;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.967;5228.1
33;housemaid;married;basic.4y;no;no;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
25;student;single;unknown;no;no;no;cellular;jul;tue;1;999;0;nonexistent;-2.9;92.469;-33.6;1.044;5076.2
28;blue-collar;married;basic.6y;unknown;yes;no;telephone;jul;fri;2;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
57;blue-collar;married;high.school;unknown;yes;no;cellular;jul;fri;1;999;0;nonexistent;1.4;93.918;-42.7;4.957;5228.1
47;unknown;married;unknown;no;no;yes;cellular;aug;wed;5;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1
59;blue-collar;divorced;basic.4y;no;yes;no;cellular;jul;thu;1;999;0;nonexistent;-2.9;92.469;-33.6;1.072;5076.2
47;management;married;basic.9y;no;yes;no;cellular;jun;tue;3;999;1;failure;-2.9;92.963;-40.8;1.262;5076.2
43;unemployed;married;basic.9y;no;no;no;cellular;sep;fri;2;9;1;success;-1.1;94.199;-37.5;0.883;4963.6
44;blue-collar;single;high.school;unknown;no;no;cellular;jul;mon;2;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
57;retired;married;basic.9y;no;no;no;cellular;aug;tue;27;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1
45;technician;married;professional.course;no;yes;no;telephone;may;tue;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
30;admin.;married;university.degree;no;yes;no;cellular;apr;thu;1;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1
50;blue-collar;married;basic.4y;no;unknown;unknown;telephone;jun;thu;2;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1
33;admin.;single;university.degree;no;yes;no;cellular;oct;mon;5;999;0;nonexistent;-1.1;94.601;-49.5;1.032;4963.6
29;admin.;single;university.degree;no;yes;no;cellular;oct;mon;1;999;0;nonexistent;-1.1;94.601;-49.5;1.0;4963.6
33;admin.;married;high.school;no;yes;no;cellular;sep;tue;1;999;0;nonexistent;-3.4;92.379;-29.8;0.819;5017.5
53;admin.;married;high.school;unknown;no;no;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.968;5228.1
28;admin.;single;high.school;no;no;no;cellular;apr;mon;5;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
54;technician;married;professional.course;no;yes;no;telephone;sep;mon;1;999;0;nonexistent;-3.4;92.379;-29.8;0.797;5017.5
56;unemployed;divorced;basic.4y;no;no;no;cellular;mar;wed;1;999;0;nonexistent;-1.8;93.369;-34.8;0.634;5008.7
33;technician;married;professional.course;no;yes;no;cellular;may;fri;4;3;4;success;-1.8;93.876;-40.0;0.684;5008.7
51;retired;married;professional.course;no;no;no;telephone;may;mon;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
33;admin.;single;high.school;no;no;no;cellular;oct;mon;1;999;0;nonexistent;-3.4;92.431;-26.9;0.731;5017.5
30;technician;divorced;professional.course;no;yes;no;telephone;may;thu;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
49;blue-collar;married;basic.4y;no;yes;no;telephone;jun;mon;3;999;0;nonexistent;1.4;94.465;-41.8;4.947;5228.1
38;technician;married;professional.course;no;no;no;cellular;jul;thu;2;999;0;nonexistent;-1.7;94.215;-40.3;0.846;4991.6
34;technician;divorced;professional.course;no;no;no;telephone;mar;fri;1;999;1;failure;-1.8;93.369;-34.8;0.653;5008.7
27;blue-collar;married;basic.9y;no;no;no;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1
32;blue-collar;married;basic.9y;unknown;no;no;cellular;may;tue;2;999;0;nonexistent;-1.8;92.893;-46.2;1.291;5099.1
36;blue-collar;married;high.school;unknown;yes;no;telephone;may;mon;10;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
66;retired;married;basic.4y;no;yes;yes;telephone;nov;thu;1;999;0;nonexistent;-3.4;92.649;-30.1;0.714;5017.5
39;technician;married;high.school;no;no;no;cellular;nov;fri;2;999;0;nonexistent;-0.1;93.2;-42.0;4.021;5195.8
42;admin.;married;university.degree;no;no;no;cellular;jul;thu;5;999;0;nonexistent;1.4;93.918;-42.7;4.968;5228.1
43;entrepreneur;married;basic.9y;unknown;yes;no;cellular;jul;mon;1;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1
47;admin.;single;university.degree;no;no;no;cellular;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1
49;blue-collar;married;basic.9y;no;yes;no;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
37;management;married;university.degree;no;no;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
44;admin.;married;unknown;no;no;no;cellular;jul;fri;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
35;admin.;married;university.degree;no;yes;no;cellular;aug;wed;2;6;3;success;-1.7;94.027;-38.3;0.903;4991.6
38;unemployed;married;basic.4y;unknown;no;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
44;admin.;divorced;high.school;no;yes;no;cellular;jul;wed;17;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
78;retired;married;unknown;no;no;no;cellular;mar;thu;1;6;2;success;-1.8;93.369;-34.8;0.635;5008.7
58;housemaid;married;basic.4y;no;no;no;telephone;may;wed;2;999;0;nonexistent;-1.8;92.893;-46.2;1.281;5099.1
38;blue-collar;divorced;basic.9y;no;no;no;cellular;jul;fri;2;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
32;management;married;basic.6y;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
31;management;married;university.degree;no;yes;no;cellular;jun;tue;1;999;0;nonexistent;-2.9;92.963;-40.8;1.262;5076.2
46;admin.;married;high.school;no;no;yes;cellular;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1
69;retired;married;basic.6y;no;yes;no;cellular;nov;thu;3;999;0;nonexistent;-3.4;92.649;-30.1;0.716;5017.5
59;technician;married;unknown;no;no;no;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0
34;blue-collar;married;basic.9y;no;yes;no;telephone;may;thu;4;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
29;services;married;high.school;no;no;no;cellular;oct;tue;1;999;1;failure;-3.4;92.431;-26.9;0.728;5017.5
44;admin.;single;university.degree;no;no;no;cellular;apr;fri;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
41;blue-collar;married;basic.4y;no;yes;no;cellular;jul;fri;3;999;0;nonexistent;1.4;93.918;-42.7;4.957;5228.1
33;management;married;university.degree;no;no;yes;telephone;jun;fri;7;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1
39;blue-collar;divorced;basic.9y;no;no;no;telephone;may;fri;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
41;technician;single;professional.course;no;yes;no;cellular;aug;tue;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1
34;admin.;married;university.degree;no;yes;yes;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.264;5099.1
51;admin.;married;basic.9y;unknown;yes;no;telephone;jun;fri;7;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1
60;self-employed;married;university.degree;no;yes;no;cellular;jul;wed;4;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
33;admin.;single;high.school;no;yes;no;cellular;apr;wed;2;999;1;failure;-1.8;93.075;-47.1;1.372;5099.1
29;admin.;married;high.school;no;yes;no;cellular;jun;mon;1;999;0;nonexistent;-2.9;92.963;-40.8;1.266;5076.2
35;self-employed;single;university.degree;no;yes;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
32;technician;married;high.school;no;yes;no;cellular;may;mon;3;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1
73;retired;married;professional.course;no;yes;no;cellular;nov;fri;1;999;0;nonexistent;-1.1;94.767;-50.8;1.028;4963.6
32;unemployed;married;professional.course;no;yes;no;telephone;nov;tue;1;999;0;nonexistent;-0.1;93.2;-42.0;4.343;5195.8
30;admin.;married;university.degree;no;yes;no;cellular;apr;tue;1;999;0;nonexistent;-1.8;93.075;-47.1;1.423;5099.1
22;services;single;professional.course;no;no;no;cellular;jul;tue;1;999;1;failure;-1.7;94.215;-40.3;0.835;4991.6
48;blue-collar;married;high.school;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
28;blue-collar;single;basic.9y;no;no;no;cellular;jul;thu;3;999;0;nonexistent;1.4;93.918;-42.7;4.958;5228.1
31;management;single;university.degree;no;yes;no;telephone;jun;tue;2;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1
28;services;married;high.school;no;no;yes;cellular;jun;wed;2;6;2;success;-1.7;94.055;-39.8;0.715;4991.6
29;admin.;married;university.degree;no;yes;yes;cellular;may;fri;3;13;2;failure;-1.8;93.876;-40.0;0.684;5008.7
35;admin.;single;high.school;no;yes;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
31;management;married;university.degree;no;yes;yes;cellular;aug;mon;2;999;0;nonexistent;-2.9;92.201;-31.4;0.821;5076.2
40;unemployed;divorced;high.school;no;no;yes;telephone;jun;thu;1;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1
29;admin.;single;university.degree;no;yes;no;cellular;mar;mon;1;3;3;success;-1.8;93.369;-34.8;0.646;5008.7
47;technician;married;professional.course;no;no;no;cellular;jul;mon;2;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1
38;technician;married;professional.course;no;no;no;cellular;nov;wed;3;999;1;failure;-0.1;93.2;-42.0;4.12;5195.8
39;management;married;university.degree;no;no;no;telephone;jun;mon;3;999;0;nonexistent;1.4;94.465;-41.8;4.96;5228.1
32;technician;married;unknown;no;yes;yes;cellular;jul;fri;2;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
28;technician;single;high.school;no;yes;no;telephone;jul;tue;6;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
48;management;married;university.degree;no;yes;yes;cellular;oct;wed;2;999;0;nonexistent;-3.4;92.431;-26.9;0.74;5017.5
46;housemaid;married;high.school;no;yes;no;telephone;aug;mon;1;999;0;nonexistent;1.4;93.444;-36.1;4.97;5228.1
50;blue-collar;married;basic.9y;unknown;yes;no;cellular;apr;thu;2;999;1;failure;-1.8;93.075;-47.1;1.41;5099.1
21;student;single;high.school;no;yes;no;cellular;aug;tue;3;9;2;success;-1.7;94.027;-38.3;0.899;4991.6
40;services;single;high.school;no;no;no;cellular;apr;mon;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
49;blue-collar;divorced;basic.4y;unknown;no;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
69;retired;divorced;professional.course;no;no;no;cellular;jun;fri;6;12;2;failure;-1.7;94.055;-39.8;0.748;4991.6
39;services;married;high.school;no;yes;no;telephone;jun;fri;1;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1
44;management;married;university.degree;no;no;no;cellular;sep;wed;1;3;3;success;-1.1;94.199;-37.5;0.88;4963.6
29;admin.;single;university.degree;no;no;no;cellular;oct;mon;2;12;2;failure;-1.1;94.601;-49.5;0.977;4963.6
36;management;married;high.school;unknown;yes;no;cellular;nov;thu;1;999;0;nonexistent;-0.1;93.2;-42.0;4.076;5195.8
47;services;divorced;high.school;unknown;no;no;cellular;aug;thu;6;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1
35;technician;single;professional.course;no;no;yes;cellular;jul;thu;2;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
69;retired;married;high.school;no;no;no;cellular;sep;fri;3;999;0;nonexistent;-3.4;92.379;-29.8;0.773;5017.5
54;admin.;married;university.degree;no;no;yes;cellular;jul;tue;6;13;1;success;-2.9;92.469;-33.6;0.908;5076.2
25;admin.;single;university.degree;no;no;no;telephone;jun;mon;2;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2
30;admin.;divorced;university.degree;no;no;no;cellular;nov;tue;1;999;0;nonexistent;-0.1;93.2;-42.0;4.153;5195.8
39;technician;divorced;university.degree;no;no;yes;telephone;oct;mon;1;999;0;nonexistent;-0.1;93.798;-40.4;5.0;5195.8
36;technician;married;professional.course;no;yes;no;cellular;may;wed;1;10;1;success;-1.8;92.893;-46.2;1.334;5099.1
35;admin.;married;high.school;no;yes;no;cellular;mar;thu;2;999;0;nonexistent;-1.8;92.843;-50.0;1.538;5099.1
23;blue-collar;single;basic.9y;no;yes;no;cellular;jul;thu;5;999;1;failure;-1.7;94.215;-40.3;0.846;4991.6
31;services;single;high.school;no;yes;no;cellular;sep;fri;2;6;1;success;-1.1;94.199;-37.5;0.879;4963.6
34;blue-collar;divorced;professional.course;no;no;no;telephone;jun;thu;4;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1
36;blue-collar;married;unknown;no;no;no;cellular;apr;fri;1;6;1;success;-1.8;93.749;-34.6;0.663;5008.7
43;blue-collar;married;basic.4y;unknown;yes;no;telephone;may;wed;5;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
34;self-employed;married;university.degree;no;no;no;cellular;oct;wed;1;5;3;failure;-3.4;92.431;-26.9;0.74;5017.5
36;blue-collar;married;unknown;no;no;no;cellular;apr;thu;1;999;0;nonexistent;-1.8;93.075;-47.1;1.41;5099.1
27;technician;single;university.degree;no;no;yes;cellular;nov;wed;1;999;0;nonexistent;-3.4;92.649;-30.1;0.716;5017.5
32;blue-collar;married;basic.9y;no;no;no;cellular;apr;thu;1;5;1;success;-1.8;93.075;-47.1;1.41;5099.1
34;management;married;university.degree;no;yes;no;telephone;jun;tue;2;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1
37;blue-collar;married;high.school;no;no;no;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0
56;technician;married;basic.4y;no;no;no;cellular;may;wed;3;3;1;success;-1.8;92.893;-46.2;1.27;5099.1
28;technician;divorced;professional.course;no;no;no;cellular;may;tue;1;999;1;failure;-1.8;92.893;-46.2;1.291;5099.1
50;admin.;married;professional.course;no;yes;yes;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
38;blue-collar;married;basic.9y;unknown;no;no;cellular;jul;tue;2;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
28;technician;single;professional.course;no;yes;no;cellular;jun;tue;1;999;0;nonexistent;-2.9;92.963;-40.8;1.262;5076.2
33;housemaid;married;university.degree;no;no;no;cellular;jun;tue;1;999;0;nonexistent;-2.9;92.963;-40.8;1.099;5076.2
45;entrepreneur;divorced;university.degree;no;no;no;telephone;may;fri;4;999;0;nonexistent;-1.8;92.893;-46.2;1.25;5099.1
47;admin.;married;basic.9y;no;yes;no;telephone;jun;wed;3;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1
25;services;single;high.school;no;no;no;cellular;may;thu;5;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1
62;entrepreneur;married;university.degree;no;no;no;cellular;sep;tue;1;999;1;failure;-3.4;92.379;-29.8;0.77;5017.5
47;technician;married;professional.course;no;no;no;telephone;may;tue;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
29;management;single;university.degree;no;no;no;cellular;nov;tue;1;999;1;failure;-0.1;93.2;-42.0;4.153;5195.8
28;admin.;single;university.degree;no;no;no;cellular;jul;thu;2;999;0;nonexistent;1.4;93.918;-42.7;4.968;5228.1
30;admin.;single;university.degree;no;yes;no;cellular;jun;wed;2;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2
45;management;married;high.school;unknown;no;no;cellular;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1
55;management;married;university.degree;no;yes;no;cellular;apr;fri;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
62;admin.;married;high.school;no;no;no;telephone;mar;mon;2;999;0;nonexistent;-1.8;92.843;-50.0;1.52;5099.1
33;blue-collar;married;basic.4y;unknown;no;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
24;blue-collar;married;basic.9y;no;yes;no;telephone;may;mon;2;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191.0
46;admin.;married;high.school;no;yes;no;cellular;jul;tue;3;999;2;failure;-1.7;94.215;-40.3;0.797;4991.6
44;admin.;married;unknown;no;no;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
46;admin.;married;high.school;unknown;yes;no;telephone;jun;mon;6;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1
53;entrepreneur;married;university.degree;unknown;yes;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
36;admin.;single;university.degree;no;yes;yes;cellular;jun;wed;1;999;0;nonexistent;-1.7;94.055;-39.8;0.739;4991.6
31;admin.;single;university.degree;no;yes;no;cellular;nov;thu;1;999;0;nonexistent;-0.1;93.2;-42.0;4.076;5195.8
31;admin.;married;high.school;no;no;no;telephone;jun;thu;4;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1
42;blue-collar;married;basic.9y;unknown;no;no;telephone;jun;wed;6;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1
40;management;divorced;university.degree;no;yes;no;cellular;jun;wed;1;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2
74;retired;married;basic.4y;no;yes;no;cellular;jun;mon;1;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2
22;student;single;high.school;no;yes;yes;cellular;may;tue;2;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1
55;self-employed;married;basic.9y;no;yes;no;cellular;may;tue;1;999;0;nonexistent;-1.8;92.893;-46.2;1.344;5099.1
30;admin.;divorced;university.degree;no;yes;no;telephone;jul;tue;9;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
52;housemaid;married;basic.6y;no;yes;no;cellular;aug;tue;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1
49;technician;married;professional.course;no;no;no;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
47;blue-collar;single;unknown;unknown;yes;no;cellular;jul;tue;5;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
43;retired;married;basic.9y;no;yes;no;cellular;jul;tue;3;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
34;blue-collar;married;basic.9y;no;no;yes;cellular;may;wed;1;999;0;nonexistent;-1.8;92.893;-46.2;1.334;5099.1
26;blue-collar;married;basic.9y;unknown;no;no;cellular;jul;tue;2;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
43;services;divorced;high.school;unknown;yes;no;cellular;apr;thu;1;999;1;failure;-1.8;93.075;-47.1;1.483;5099.1
50;retired;married;basic.4y;no;no;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.957;5228.1
46;admin.;married;university.degree;no;yes;no;telephone;jun;mon;5;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1
23;admin.;single;high.school;no;no;no;cellular;jun;mon;1;999;1;failure;-2.9;92.963;-40.8;1.26;5076.2
33;blue-collar;single;high.school;no;yes;no;cellular;mar;wed;10;999;0;nonexistent;-1.8;92.843;-50.0;1.602;5099.1
40;blue-collar;married;high.school;no;no;no;cellular;apr;tue;8;999;0;nonexistent;-1.8;93.075;-47.1;1.453;5099.1
30;blue-collar;married;basic.6y;no;yes;yes;cellular;nov;thu;1;999;1;failure;-0.1;93.2;-42.0;4.076;5195.8
26;technician;single;professional.course;no;yes;no;cellular;sep;fri;1;3;3;success;-1.1;94.199;-37.5;0.879;4963.6
39;services;married;basic.6y;unknown;yes;no;telephone;jun;wed;1;999;0;nonexistent;1.4;94.465;-41.8;4.958;5228.1
56;blue-collar;married;basic.9y;no;yes;no;cellular;aug;thu;2;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1
28;unemployed;single;university.degree;no;yes;no;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.244;5099.1
28;entrepreneur;single;professional.course;no;yes;no;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1
41;admin.;married;university.degree;no;no;no;cellular;nov;wed;1;999;1;failure;-0.1;93.2;-42.0;4.12;5195.8
34;admin.;single;university.degree;no;yes;no;cellular;jun;mon;1;999;0;nonexistent;-1.7;94.055;-39.8;0.754;4991.6
29;unemployed;single;basic.4y;no;no;yes;cellular;jun;wed;3;3;2;success;-2.9;92.963;-40.8;1.244;5076.2
58;self-employed;married;university.degree;no;yes;no;cellular;aug;fri;3;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1
26;admin.;married;university.degree;no;yes;no;cellular;mar;mon;5;999;0;nonexistent;-1.8;92.843;-50.0;1.811;5099.1
37;blue-collar;married;basic.4y;unknown;no;no;telephone;jun;fri;2;999;0;nonexistent;1.4;94.465;-41.8;4.947;5228.1
56;technician;married;basic.4y;no;no;no;cellular;oct;thu;3;3;1;success;-3.4;92.431;-26.9;0.733;5017.5
45;admin.;married;unknown;no;no;no;cellular;jun;fri;2;999;0;nonexistent;-2.9;92.963;-40.8;1.268;5076.2
34;blue-collar;married;basic.6y;unknown;no;no;cellular;jul;wed;3;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
38;unemployed;single;high.school;no;yes;no;cellular;aug;mon;2;999;0;nonexistent;-2.9;92.201;-31.4;0.843;5076.2
54;services;married;basic.6y;no;yes;no;cellular;jul;thu;4;999;0;nonexistent;1.4;93.918;-42.7;4.968;5228.1
26;admin.;single;high.school;no;no;no;telephone;apr;mon;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
31;self-employed;single;university.degree;no;no;no;cellular;apr;thu;1;999;0;nonexistent;-1.8;93.749;-34.6;0.659;5008.7
19;student;single;basic.4y;no;no;yes;cellular;apr;wed;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
58;admin.;married;high.school;no;yes;no;cellular;aug;tue;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1
50;blue-collar;married;basic.6y;no;yes;no;cellular;may;mon;3;3;1;success;-1.8;92.893;-46.2;1.354;5099.1
36;services;married;basic.9y;no;yes;no;cellular;aug;fri;1;999;1;failure;-2.9;92.201;-31.4;0.881;5076.2
29;technician;married;professional.course;no;no;no;cellular;may;fri;2;999;2;failure;-1.8;93.876;-40.0;0.699;5008.7
