age;job;marital;education;default;housing;loan;contact;month;day_of_week;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed
47;admin.;divorced;university.degree;no;yes;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
31;admin.;single;university.degree;no;no;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
32;blue-collar;married;basic.9y;no;yes;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
54;admin.;married;high.school;no;no;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
56;management;married;university.degree;unknown;no;no;telephone;may;tue;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
48;services;single;high.school;unknown;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
44;admin.;married;high.school;no;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
46;admin.;married;high.school;no;no;yes;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
45;services;married;high.school;no;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
43;admin.;married;professional.course;no;no;yes;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
40;admin.;single;high.school;unknown;no;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
56;management;married;university.degree;no;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
47;entrepreneur;married;professional.course;no;no;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
39;management;divorced;university.degree;unknown;yes;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
48;technician;married;basic.4y;unknown;no;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
45;housemaid;married;professional.course;unknown;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
36;self-employed;married;university.degree;no;no;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
49;management;married;professional.course;unknown;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
46;services;married;high.school;no;no;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
38;blue-collar;married;basic.9y;no;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
50;housemaid;married;basic.4y;unknown;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
27;admin.;single;high.school;no;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
40;technician;married;professional.course;unknown;yes;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
46;management;married;university.degree;no;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
40;admin.;divorced;university.degree;no;yes;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
33;management;single;university.degree;no;no;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
54;retired;married;high.school;no;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
52;blue-collar;married;basic.4y;unknown;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
53;admin.;married;university.degree;unknown;yes;no;telephone;may;tue;6;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
49;services;married;high.school;unknown;no;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
42;blue-collar;married;basic.4y;unknown;no;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
49;housemaid;married;basic.4y;no;no;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
40;entrepreneur;married;basic.9y;no;no;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
59;admin.;married;university.degree;unknown;no;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
51;self-employed;married;basic.9y;no;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
57;housemaid;married;basic.6y;unknown;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
38;self-employed;divorced;basic.9y;no;yes;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
52;self-employed;married;university.degree;no;no;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
26;unemployed;single;basic.9y;no;yes;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
35;admin.;married;university.degree;no;yes;yes;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
51;admin.;married;university.degree;no;no;no;telephone;may;tue;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
43;blue-collar;married;basic.4y;unknown;yes;yes;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
42;admin.;married;high.school;unknown;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
60;retired;divorced;university.degree;unknown;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
36;blue-collar;married;basic.9y;no;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
57;management;married;university.degree;unknown;no;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
35;student;single;university.degree;unknown;no;no;telephone;may;tue;5;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
30;admin.;married;university.degree;no;no;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
43;services;married;high.school;no;no;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
40;technician;married;basic.9y;no;no;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
45;technician;married;university.degree;no;no;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
56;retired;married;high.school;no;no;no;telephone;may;tue;5;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
46;services;married;basic.6y;no;no;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
41;blue-collar;married;basic.4y;no;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
42;admin.;married;university.degree;no;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
56;blue-collar;married;basic.4y;no;no;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
43;entrepreneur;married;basic.4y;no;yes;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
34;blue-collar;married;basic.4y;no;no;no;telephone;may;tue;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
38;services;married;high.school;no;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
40;technician;married;basic.9y;no;no;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
38;admin.;married;high.school;no;no;no;telephone;may;tue;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
48;entrepreneur;married;university.degree;no;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
27;blue-collar;married;basic.9y;unknown;yes;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
24;technician;single;professional.course;no;no;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
47;admin.;single;unknown;unknown;yes;yes;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
48;blue-collar;married;professional.course;unknown;no;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
31;admin.;single;high.school;no;yes;yes;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
39;self-employed;single;basic.4y;unknown;yes;no;telephone;may;tue;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
41;technician;single;university.degree;unknown;no;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
49;blue-collar;married;basic.4y;unknown;yes;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
56;retired;married;basic.4y;no;no;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
49;admin.;married;high.school;no;no;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
47;unemployed;divorced;university.degree;no;no;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
44;blue-collar;married;unknown;unknown;yes;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
48;admin.;divorced;high.school;no;no;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
55;housemaid;married;basic.4y;no;yes;yes;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
59;management;married;basic.4y;unknown;yes;no;telephone;may;tue;5;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
44;technician;single;professional.course;no;yes;yes;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
46;blue-collar;married;basic.9y;no;no;yes;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
39;blue-collar;divorced;basic.6y;unknown;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
38;unemployed;married;basic.4y;unknown;yes;yes;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
36;services;married;high.school;no;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
29;admin.;single;university.degree;no;no;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
31;technician;single;professional.course;no;yes;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
30;services;divorced;basic.9y;no;no;yes;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
36;blue-collar;married;basic.4y;no;yes;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
60;blue-collar;married;professional.course;no;no;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
36;admin.;married;university.degree;no;yes;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
32;services;married;high.school;no;no;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
39;blue-collar;married;basic.9y;unknown;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191
30;services;married;university.degree;no;yes;no;telephone;may;wed;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
39;blue-collar;married;basic.4y;unknown;no;no;telephone;may;wed;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
37;blue-collar;married;basic.9y;unknown;yes;no;telephone;may;wed;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
39;blue-collar;married;professional.course;unknown;yes;no;telephone;may;wed;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
46;blue-collar;married;basic.4y;no;no;no;telephone;may;wed;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
43;unemployed;married;basic.4y;no;no;no;telephone;may;wed;4;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
37;services;married;high.school;no;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
30;technician;married;university.degree;unknown;no;no;telephone;may;wed;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
38;technician;married;professional.course;no;no;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
31;technician;married;university.degree;no;yes;no;telephone;may;wed;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
44;admin.;married;university.degree;no;no;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
44;self-employed;married;university.degree;unknown;no;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
38;technician;married;unknown;unknown;unknown;unknown;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
30;student;single;high.school;unknown;no;no;telephone;may;wed;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
37;blue-collar;married;basic.4y;unknown;unknown;unknown;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
54;housemaid;divorced;unknown;no;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
41;management;married;unknown;unknown;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
43;technician;married;professional.course;no;no;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
38;housemaid;married;basic.9y;no;no;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
41;blue-collar;married;basic.4y;no;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
38;blue-collar;single;unknown;unknown;no;yes;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
33;blue-collar;married;basic.9y;no;unknown;unknown;telephone;may;wed;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
32;admin.;married;high.school;no;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
30;services;married;high.school;unknown;no;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
43;technician;married;basic.6y;no;yes;no;telephone;may;wed;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
30;services;married;high.school;unknown;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
36;technician;divorced;professional.course;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
38;blue-collar;married;basic.6y;no;unknown;unknown;telephone;may;wed;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
35;blue-collar;single;basic.6y;no;yes;no;telephone;may;wed;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
50;self-employed;married;university.degree;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
38;blue-collar;married;basic.9y;no;yes;no;telephone;may;wed;6;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
58;admin.;married;basic.4y;unknown;no;yes;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
50;technician;married;professional.course;no;yes;no;telephone;may;wed;4;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
33;blue-collar;single;basic.9y;unknown;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
33;blue-collar;single;basic.9y;unknown;unknown;unknown;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
44;management;single;university.degree;unknown;yes;yes;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
31;management;married;high.school;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
40;entrepreneur;married;basic.9y;no;no;no;telephone;may;wed;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
28;unknown;single;basic.9y;unknown;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
36;services;single;unknown;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
44;blue-collar;single;high.school;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
38;blue-collar;divorced;unknown;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
33;blue-collar;married;basic.9y;no;unknown;unknown;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
39;blue-collar;divorced;basic.6y;unknown;yes;yes;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
47;blue-collar;single;basic.4y;unknown;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
47;services;divorced;high.school;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
35;entrepreneur;single;professional.course;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
42;admin.;divorced;university.degree;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
36;admin.;married;high.school;no;no;no;telephone;may;wed;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
35;technician;married;basic.6y;no;no;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
36;services;single;unknown;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
56;entrepreneur;married;university.degree;unknown;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
26;admin.;single;high.school;no;no;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
31;admin.;single;university.degree;no;yes;yes;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
57;self-employed;single;high.school;unknown;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
39;services;married;high.school;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
43;blue-collar;married;high.school;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
50;admin.;married;university.degree;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
52;blue-collar;single;high.school;unknown;unknown;unknown;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
39;blue-collar;divorced;basic.9y;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
44;technician;single;unknown;unknown;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
36;housemaid;married;basic.4y;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
54;management;married;high.school;unknown;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
27;admin.;single;basic.9y;no;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
31;admin.;single;university.degree;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
31;admin.;married;university.degree;unknown;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
28;blue-collar;married;basic.6y;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
31;management;single;university.degree;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
30;management;divorced;high.school;no;no;yes;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
52;technician;married;professional.course;no;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
37;technician;divorced;professional.course;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
30;services;married;university.degree;no;yes;no;telephone;may;wed;6;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
45;blue-collar;married;basic.9y;unknown;yes;yes;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
54;technician;married;university.degree;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
49;entrepreneur;married;basic.9y;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
44;admin.;married;high.school;no;no;no;telephone;may;wed;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
28;student;single;basic.9y;unknown;yes;yes;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
53;technician;married;high.school;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
45;blue-collar;married;basic.9y;unknown;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
45;blue-collar;married;basic.9y;unknown;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
51;admin.;married;high.school;unknown;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
41;blue-collar;married;basic.9y;unknown;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
43;technician;married;professional.course;no;yes;no;telephone;may;wed;4;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
31;admin.;single;university.degree;no;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
39;admin.;single;unknown;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
38;technician;married;professional.course;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
50;entrepreneur;married;basic.9y;no;yes;yes;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
53;admin.;single;university.degree;unknown;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
44;admin.;divorced;high.school;unknown;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
53;blue-collar;married;basic.9y;unknown;yes;yes;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
24;services;single;high.school;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
34;admin.;single;high.school;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
40;technician;married;professional.course;no;yes;no;telephone;may;wed;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
57;management;divorced;university.degree;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
43;blue-collar;married;basic.4y;unknown;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
31;blue-collar;married;basic.6y;unknown;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
31;services;married;basic.6y;no;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
31;blue-collar;married;basic.6y;unknown;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
45;housemaid;married;basic.4y;unknown;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
38;admin.;married;university.degree;no;no;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
41;entrepreneur;married;university.degree;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
47;blue-collar;married;professional.course;unknown;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
42;blue-collar;married;basic.6y;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
35;blue-collar;single;unknown;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
40;management;married;university.degree;no;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
42;blue-collar;married;basic.6y;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
34;technician;married;professional.course;unknown;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
48;admin.;single;university.degree;no;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
35;blue-collar;married;unknown;no;yes;yes;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
33;blue-collar;married;high.school;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
37;technician;married;professional.course;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
43;technician;married;professional.course;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
42;admin.;single;unknown;unknown;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
46;admin.;divorced;university.degree;no;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
37;blue-collar;single;basic.9y;unknown;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
40;blue-collar;married;high.school;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
40;blue-collar;married;high.school;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
59;entrepreneur;divorced;high.school;unknown;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
43;technician;single;university.degree;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
44;blue-collar;married;basic.6y;no;yes;yes;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
44;blue-collar;married;basic.4y;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
41;admin.;married;university.degree;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
28;unknown;single;basic.9y;unknown;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
48;services;married;high.school;unknown;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
31;admin.;single;high.school;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
27;blue-collar;married;basic.9y;no;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
43;technician;single;university.degree;no;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
47;retired;married;basic.4y;unknown;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
40;blue-collar;divorced;unknown;no;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
43;unknown;married;high.school;unknown;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
29;technician;married;professional.course;no;yes;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
54;admin.;married;university.degree;no;no;no;telephone;may;wed;7;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
36;technician;married;professional.course;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
30;admin.;single;university.degree;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191
